all_eta_bins : [0.0, 0.2, 0.4, 0.6, 0.8, 1.0, 1.25, 1.5, 1.75, 2.0, 2.1, 2.2, 2.3, 2.4]
all_pT_bins  : [5.0, 7.0, 10.0, 14.0, 20.0, 27.0, 38.0, 50.0, 75.0, 100.0, 150.0, 200.0, 1000]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY+Jpsi, 10, 10, 34308     , 	[2.2, 2.3],		[27.0, 38.0],		[-0.01311634760349989, -0.002182967262342572, -0.0013833014527335763, -0.0008668895461596549, -0.0004568457661662251, -7.617798110004514e-05, 0.0002998381678480655, 0.0007110104197636247, 0.0012112590484321117, 0.0019707789178937674, 0.012189078144729137]
DY     , 10, 10, 41229     , 	[2.2, 2.3],		[38.0, 50.0],		[-0.011738606728613377, -0.00195478368550539, -0.001244369545020163, -0.0007686162716709077, -0.00037560841883532703, -1.461966530769132e-05, 0.0003428150375839323, 0.000733394583221525, 0.0012138783931732178, 0.001932294457219541, 0.01352175883948803]
Jpsi   , 2 , 10, 45        , 	[2.2, 2.3],		[38.0, 50.0],		[-0.00418230751529336, -0.00013736945402342826, 0.005341203883290291]
DY+Jpsi, 10, 10, 41238     , 	[2.2, 2.3],		[38.0, 50.0],		[-0.011738606728613377, -0.001954802079126239, -0.0012444178573787212, -0.0007686263415962458, -0.00037560841883532703, -1.4645454939454794e-05, 0.0003427883784752339, 0.0007334049441851676, 0.001213897136040032, 0.0019322676816955209, 0.01352175883948803]
DY     , 10, 10, 16707     , 	[2.2, 2.3],		[50.0, 75.0],		[-0.013282928615808487, -0.001777006546035409, -0.0011055924696847796, -0.000658172182738781, -0.0002850104938261211, 5.85609013796784e-05, 0.00040805735625326633, 0.0007881802157498896, 0.0012564215576276183, 0.001966033596545458, 0.014114118181169033]
Jpsi   , 2 , 10, 15        , 	[2.2, 2.3],		[50.0, 75.0],		[-0.0023127717431634665, -0.0007949236314743758, 0.0030452657956629987]
DY+Jpsi, 10, 10, 16710     , 	[2.2, 2.3],		[50.0, 75.0],		[-0.013282928615808487, -0.0017770658014342189, -0.0011057977098971605, -0.0006582472706213593, -0.00028513401048257947, 5.849997978657484e-05, 0.00040792368235997856, 0.0007881364435888827, 0.0012563476338982582, 0.0019659188110381365, 0.014114118181169033]
DY     , 10, 10, 3026      , 	[2.2, 2.3],		[75.0, 100.0],		[-0.0068330480717122555, -0.0016481380444020033, -0.0010216556256636977, -0.0006028572097420692, -0.0002524445008020848, 8.340987551491708e-05, 0.00041740728192962706, 0.0007932825828902423, 0.0012497702846303582, 0.0018945543561130762, 0.010304434224963188]
Jpsi   , 2 , 10, 0         , 	[2.2, 2.3],		[75.0, 100.0],		[0.0005613378016278092, 0.0005613378016278149, 0.0005613378016278149]
DY+Jpsi, 10, 10, 3026      , 	[2.2, 2.3],		[75.0, 100.0],		[-0.0068330480717122555, -0.0016481380444020033, -0.0010216556256636977, -0.0006028572097420692, -0.0002524445008020848, 8.340987551491708e-05, 0.00041740728192962706, 0.0007932749576866627, 0.0012497702846303582, 0.0018945543561130762, 0.010304434224963188]
DY     , 6 , 10, 2031      , 	[2.2, 2.3],		[100.0, 150.0],		[-0.006056377664208412, -0.001156104146502912, -0.00043804841698147357, 0.00013201967522036284, 0.0007006638334132731, 0.001429106225259602, 0.011841953732073307]
Jpsi   , -1, 10, 0         , 	[2.2, 2.3],		[100.0, 150.0],		[None, None]
DY+Jpsi, 6 , 10, 2031      , 	[2.2, 2.3],		[100.0, 150.0],		[-0.006056377664208412, -0.001156104146502912, -0.00043804841698147357, 0.00013201967522036284, 0.0007006638334132731, 0.001429106225259602, 0.011841953732073307]
DY     , 2 , 10, 1061      , 	[2.2, 2.3],		[150.0, 200.0],		[-0.0047155204229056835, 0.00023220024013426155, 0.007509694434702396]
Jpsi   , -1, 10, 0         , 	[2.2, 2.3],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 10, 1061      , 	[2.2, 2.3],		[150.0, 200.0],		[-0.0047155204229056835, 0.00023220024013426155, 0.007509694434702396]
DY     , 2 , 10, 390       , 	[2.2, 2.3],		[200.0, 1000],		[-0.003041733056306839, 0.0002984431339427829, 0.004882656969130039]
Jpsi   , -1, 10, 0         , 	[2.2, 2.3],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 10, 390       , 	[2.2, 2.3],		[200.0, 1000],		[-0.003041733056306839, 0.0002984431339427829, 0.004882656969130039]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 3 , 10, 2244      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.01439303532242775, -0.0012626465177163482, 0.0012561035109683871, 0.014872228726744652]
Jpsi   , 8 , 10, 2177      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.014820605516433716, -0.003627311205491424, -0.0020110970363020893, -0.0008922279230318962, 2.07535267691128e-05, 0.0009720271918922664, 0.002055715536698699, 0.003661143127828837, 0.014830433763563631]
DY+Jpsi, 10, 10, 2415      , 	[2.3, 2.4],		[5.0, 7.0],		[-0.014820605516433716, -0.004105268511921167, -0.002540576970204711, -0.0015318118967115881, -0.0007130966987460852, 8.14576014818158e-06, 0.0007419068133458495, 0.0015651903813704848, 0.0025720044504851107, 0.004127424210309982, 0.014872228726744652]
DY     , 8 , 10, 2241      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.014970775693655014, -0.0030258239712566137, -0.0017407647101208568, -0.0008444591658189893, -7.832737173885107e-05, 0.0006759894895367324, 0.001587446196936071, 0.002951773814857006, 0.014681469649076462]
Jpsi   , 6 , 10, 2207      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.01273891516029835, -0.0024762444663792853, -0.0010176844662055373, 2.745086021604948e-05, 0.0011081387056037784, 0.002548813819885254, 0.01486433669924736]
DY+Jpsi, 10, 10, 3117      , 	[2.3, 2.4],		[7.0, 10.0],		[-0.014970775693655014, -0.0034260861575603485, -0.002159609692171216, -0.0013233156641945245, -0.0006440987926907837, -3.367711906321347e-05, 0.0005772639415226877, 0.0012584308860823512, 0.0021005566231906414, 0.003431604476645589, 0.01486433669924736]
DY     , 10, 10, 4003      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.013916626572608948, -0.0029955061618238688, -0.0018697227351367474, -0.0011491585755720735, -0.0005822923849336803, -6.60204459563829e-05, 0.0004491186118684709, 0.0010231020860373974, 0.0017142625292763114, 0.002815040061250329, 0.012651301920413971]
Jpsi   , 3 , 10, 2254      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.012321026995778084, -0.000849453906994313, 0.0009583878563717008, 0.011267882771790028]
DY+Jpsi, 10, 10, 4679      , 	[2.3, 2.4],		[10.0, 14.0],		[-0.013916626572608948, -0.0029794247820973396, -0.001851408975198865, -0.0011337101459503176, -0.0005666378419846296, -4.9560712795937434e-05, 0.0004717518459074199, 0.0010428448440507054, 0.0017481395043432713, 0.0028467264492064714, 0.012651301920413971]
DY     , 10, 10, 9214      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.011970814317464828, -0.0026354691945016384, -0.0016639642417430878, -0.0010426895460113883, -0.0005338458577170968, -6.98975200066343e-05, 0.00038829533150419593, 0.0008866556454449892, 0.00149525236338377, 0.002469322644174099, 0.014912637881934643]
Jpsi   , 2 , 10, 1351      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.009076562710106371, 7.904678932391107e-05, 0.011973871849477293]
DY+Jpsi, 10, 10, 9484      , 	[2.3, 2.4],		[14.0, 20.0],		[-0.011970814317464828, -0.002631991636008024, -0.0016608800506219268, -0.0010391899850219488, -0.0005302708013914526, -6.450489308917895e-05, 0.0003915221896022558, 0.0008921598782762885, 0.001501279417425394, 0.002476724097505212, 0.014912637881934643]
DY     , 10, 10, 15233     , 	[2.3, 2.4],		[20.0, 27.0],		[-0.014470431953668594, -0.002409262116998434, -0.001532732741907239, -0.0009689921862445772, -0.0005057458765804768, -8.963535219663754e-05, 0.0003280593955423683, 0.0007858430035412312, 0.00134591618552804, 0.002191884210333228, 0.013281840831041336]
Jpsi   , 2 , 10, 343       , 	[2.3, 2.4],		[20.0, 27.0],		[-0.005005186423659325, -3.171531716361642e-05, 0.00855900626629591]
DY+Jpsi, 10, 10, 15302     , 	[2.3, 2.4],		[20.0, 27.0],		[-0.014470431953668594, -0.0024083394091576338, -0.001532060676254332, -0.0009681677911430597, -0.0005053063505329192, -8.927300223149359e-05, 0.0003283366677351296, 0.0007859735051169991, 0.0013457027962431312, 0.002191884210333228, 0.013281840831041336]
DY     , 10, 10, 33133     , 	[2.3, 2.4],		[27.0, 38.0],		[-0.01496757473796606, -0.0022498788312077522, -0.0014538895338773727, -0.0009255361510440707, -0.0004968338762409985, -0.00010689235205063596, 0.0002763887750916183, 0.0006980284233577549, 0.00120933644939214, 0.0019765261095017195, 0.014520956203341484]
Jpsi   , 2 , 10, 109       , 	[2.3, 2.4],		[27.0, 38.0],		[-0.004895062185823917, 3.0039258490432982e-05, 0.006375709082931279]
DY+Jpsi, 10, 10, 33155     , 	[2.3, 2.4],		[27.0, 38.0],		[-0.01496757473796606, -0.0022498031612485647, -0.0014537331881001592, -0.0009252614690922201, -0.0004966866108588874, -0.00010675069643184543, 0.00027645472437143326, 0.0006981162587180734, 0.0012094913981854916, 0.0019766383338719606, 0.014520956203341484]
DY     , 10, 10, 37541     , 	[2.3, 2.4],		[38.0, 50.0],		[-0.013357674703001976, -0.0019846863579005003, -0.0012670105788856745, -0.0007827765657566488, -0.0003859871649183333, -1.651666207180824e-05, 0.00034959864569827914, 0.0007451702258549631, 0.0012299095978960395, 0.001956026069819927, 0.013428977690637112]
Jpsi   , 2 , 10, 25        , 	[2.3, 2.4],		[38.0, 50.0],		[-0.002514142310246825, -7.56204899516888e-05, 0.00419536791741848]
DY+Jpsi, 10, 10, 37547     , 	[2.3, 2.4],		[38.0, 50.0],		[-0.013357674703001976, -0.001984573667868972, -0.001266983337700367, -0.0007827765657566488, -0.0003859871649183333, -1.651666207180824e-05, 0.0003496280696708709, 0.0007451702258549631, 0.0012299655936658382, 0.0019560272339731455, 0.013428977690637112]
DY     , 10, 10, 15299     , 	[2.3, 2.4],		[50.0, 75.0],		[-0.014343243092298508, -0.0017734611174091697, -0.001101766829378903, -0.0006365157896652818, -0.0002517512475606054, 0.00010785111226141453, 0.00047050771536305547, 0.0008662307518534362, 0.0013584860134869814, 0.002092721639201045, 0.014295123517513275]
Jpsi   , 2 , 10, 8         , 	[2.3, 2.4],		[50.0, 75.0],		[-0.002568230265751481, -0.00011764944065362216, 0.0015887845074757936]
DY+Jpsi, 10, 10, 15300     , 	[2.3, 2.4],		[50.0, 75.0],		[-0.014343243092298508, -0.0017734611174091697, -0.0011018250370398164, -0.0006365518784150481, -0.0002517896646168083, 0.00010783722245832905, 0.00047039840137586, 0.0008661650936119258, 0.0013584019616246223, 0.002092647133395076, 0.014295123517513275]
DY     , 10, 10, 2734      , 	[2.3, 2.4],		[75.0, 100.0],		[-0.012811693362891674, -0.001692255144007504, -0.0010472110006958246, -0.0005958564579486847, -0.00022227886074688286, 0.00011353127774782479, 0.0004689625930041075, 0.0008582945447415113, 0.0013279899721965194, 0.002033993136137724, 0.01411418616771698]
Jpsi   , 2 , 10, 1         , 	[2.3, 2.4],		[75.0, 100.0],		[0.0006339907995425102, 0.0006339907995425165, 0.002492501633241773]
DY+Jpsi, 10, 10, 2734      , 	[2.3, 2.4],		[75.0, 100.0],		[-0.012811693362891674, -0.001692255144007504, -0.0010472110006958246, -0.0005958564579486847, -0.00022227886074688286, 0.00011356775212334469, 0.0004691301437560469, 0.0008583018789067864, 0.0013280921848490834, 0.0020347125828266144, 0.01411418616771698]
DY     , 5 , 10, 2178      , 	[2.3, 2.4],		[100.0, 150.0],		[-0.006166744511574507, -0.0009221534128300846, -0.00015772125334478915, 0.0005305763334035873, 0.0013783836038783193, 0.014322078786790371]
Jpsi   , 2 , 10, 0         , 	[2.3, 2.4],		[100.0, 150.0],		[0.002764625707641216, 0.002764625707641244, 0.002764625707641244]
DY+Jpsi, 5 , 10, 2178      , 	[2.3, 2.4],		[100.0, 150.0],		[-0.006166744511574507, -0.0009221534128300846, -0.00015772125334478915, 0.0005307962419465184, 0.0013792330864816904, 0.014322078786790371]
DY     , 2 , 10, 958       , 	[2.3, 2.4],		[150.0, 200.0],		[-0.005504895932972431, 0.0003581351484172046, 0.007128491066396236]
Jpsi   , -1, 10, 0         , 	[2.3, 2.4],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 10, 958       , 	[2.3, 2.4],		[150.0, 200.0],		[-0.005504895932972431, 0.0003581351484172046, 0.007128491066396236]
DY     , 2 , 10, 336       , 	[2.3, 2.4],		[200.0, 1000],		[-0.0035099172964692116, 0.0005116753745824099, 0.005778231658041477]
Jpsi   , -1, 10, 0         , 	[2.3, 2.4],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 10, 336       , 	[2.3, 2.4],		[200.0, 1000],		[-0.0035099172964692116, 0.0005116753745824099, 0.005778231658041477]

