all_eta_bins : [0.0, 0.2, 0.4, 0.6, 0.8, 1.0, 1.25, 1.5, 1.75, 2.0, 2.1, 2.2, 2.3, 2.4]
all_pT_bins  : [5.0, 7.0, 10.0, 14.0, 20.0, 27.0, 38.0, 50.0, 75.0, 100.0, 150.0, 200.0, 1000]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY+Jpsi, 12, 12, 4417      , 	[1.5, 1.75],		[100.0, 150.0],		[-0.0077274092473089695, -0.0016223920974880457, -0.0010926566319540143, -0.0007503792294301093, -0.00047045870451256633, -0.00021525428746826947, 2.259196844534017e-05, 0.00025706650922074914, 0.0005112072685733438, 0.000800485082436353, 0.001143849454820156, 0.0016609281301498413, 0.01132197305560112]
DY     , 5 , 12, 2013      , 	[1.5, 1.75],		[150.0, 200.0],		[-0.005310367327183485, -0.0009036746923811734, -0.00021676493634004146, 0.00033126401831395924, 0.0009890905348584056, 0.005780584178864956]
Jpsi   , 2 , 12, 0         , 	[1.5, 1.75],		[150.0, 200.0],		[-0.0010346784256398782, -0.0010346784256398678, -0.0010346784256398678]
DY+Jpsi, 5 , 12, 2013      , 	[1.5, 1.75],		[150.0, 200.0],		[-0.005310367327183485, -0.0009039515280164778, -0.00021682512306142598, 0.00033116110716946423, 0.0009890905348584056, 0.005780584178864956]
DY     , 2 , 12, 2489      , 	[1.5, 1.75],		[200.0, 1000],		[-0.0041612740606069565, 4.157933290116489e-05, 0.006159595213830471]
Jpsi   , 2 , 12, 0         , 	[1.5, 1.75],		[200.0, 1000],		[0.000517965236213053, 0.0005179652362130582, 0.0005179652362130582]
DY+Jpsi, 2 , 12, 2489      , 	[1.5, 1.75],		[200.0, 1000],		[-0.0041612740606069565, 4.157933290116489e-05, 0.006159595213830471]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 6 , 12, 2141      , 	[1.75, 2.0],		[5.0, 7.0],		[-0.014965935610234737, -0.0025629247538745403, -0.0010846996447071433, 1.2058017091476358e-05, 0.001072100829333067, 0.002555111888796091, 0.013538827188313007]
Jpsi   , 12, 12, 7203      , 	[1.75, 2.0],		[5.0, 7.0],		[-0.014918817207217216, -0.003922696225345135, -0.0025417385622859, -0.0016773140523582695, -0.0010308311320841312, -0.00047571616596542304, 4.909589188173413e-05, 0.0005572700756601988, 0.0011067565064877274, 0.0017628545174375176, 0.0026337387971580033, 0.004066366702318192, 0.014958814717829227]
DY+Jpsi, 12, 12, 8274      , 	[1.75, 2.0],		[5.0, 7.0],		[-0.014965935610234737, -0.003937869798392057, -0.0025442601181566715, -0.0016870471881702542, -0.0010371938114985824, -0.00048086358583532274, 4.491565778153017e-05, 0.0005536392563953996, 0.0011026216670870779, 0.0017557510873302815, 0.0026224791072309017, 0.004044802393764257, 0.014958814717829227]
DY     , 12, 12, 3197      , 	[1.75, 2.0],		[7.0, 10.0],		[-0.014001770876348019, -0.003368758363649249, -0.0021687359549105167, -0.0014596114633604884, -0.0009105309145525098, -0.00043821660801768303, -7.189473308244487e-06, 0.00042915192898362875, 0.0008931825286708772, 0.0014396784827113152, 0.0021824147552251816, 0.0034110199194401503, 0.014956035651266575]
Jpsi   , 12, 12, 5713      , 	[1.75, 2.0],		[7.0, 10.0],		[-0.014943300746381285, -0.0033622835762798786, -0.0021791988983750343, -0.0014468778390437365, -0.0008918901439756154, -0.00041792585398070514, 3.9393962651956826e-05, 0.0004890587297268212, 0.0009667690028436482, 0.0015158765017986298, 0.0022594130132347345, 0.00351480720564723, 0.014893888495862484]
DY+Jpsi, 12, 12, 8910      , 	[1.75, 2.0],		[7.0, 10.0],		[-0.014943300746381285, -0.003364673350006342, -0.0021742440294474363, -0.0014524086145684125, -0.0008987026521936059, -0.00042465730803087354, 2.330664392502513e-05, 0.00046748045133426796, 0.0009412947692908348, 0.001488779322244227, 0.0022287571337074037, 0.0034785550087690353, 0.014956035651266575]
DY     , 12, 12, 8271      , 	[1.75, 2.0],		[10.0, 14.0],		[-0.014770432375371456, -0.0029390621930360794, -0.00192503840662539, -0.0012891624355688691, -0.0008106058230623603, -0.00039775451296009123, -1.2111047908547334e-05, 0.0003785066364798695, 0.0007909541600383818, 0.0012657558545470238, 0.0018902139272540808, 0.0029169339686632156, 0.014713536947965622]
Jpsi   , 12, 12, 3042      , 	[1.75, 2.0],		[10.0, 14.0],		[-0.01383208204060793, -0.002921610372141004, -0.0018602435011416676, -0.0012261942028999329, -0.0007506577530875803, -0.0003223053354304284, 7.419440225930883e-05, 0.0004691834037657827, 0.0008734119473956525, 0.001371167367324233, 0.0020253201946616173, 0.0030978580471128225, 0.013048511929810049]
DY+Jpsi, 12, 12, 11313     , 	[1.75, 2.0],		[10.0, 14.0],		[-0.014770432375371456, -0.002931796247139573, -0.001908512320369482, -0.001272046472877264, -0.0007944405660964549, -0.00037690455792471766, 1.0945199392153881e-05, 0.0004014558217022568, 0.0008143367595039308, 0.0012928098440170288, 0.0019290560157969594, 0.002970182104036212, 0.014713536947965622]
DY     , 12, 12, 20502     , 	[1.75, 2.0],		[14.0, 20.0],		[-0.014490614645183086, -0.0025809332728385925, -0.0016898276517167687, -0.0011409902945160866, -0.0007201511762104928, -0.00035085956915281713, -6.067976755730342e-06, 0.0003404207236599177, 0.0007069591083563864, 0.0011269294191151857, 0.001670936937443912, 0.0025512187276035547, 0.014145494438707829]
Jpsi   , 7 , 12, 2154      , 	[1.75, 2.0],		[14.0, 20.0],		[-0.010697406716644764, -0.0019038155442103746, -0.0009260086808353662, -0.0002852297038771212, 0.00029188237385824317, 0.0009547856752760707, 0.0019382666796445849, 0.009739061817526816]
DY+Jpsi, 12, 12, 21759     , 	[1.75, 2.0],		[14.0, 20.0],		[-0.014490614645183086, -0.0025812878739088774, -0.001689553027972579, -0.0011395668843761086, -0.0007187877199612558, -0.00034997789771296084, -6.248957561183488e-06, 0.00034038766170851886, 0.0007066943217068911, 0.0011284396750852466, 0.0016728374175727367, 0.0025546757970005274, 0.014145494438707829]
DY     , 12, 12, 35823     , 	[1.75, 2.0],		[20.0, 27.0],		[-0.013108443468809128, -0.0023200050927698612, -0.0015343911945819855, -0.0010481788776814938, -0.0006648829439654946, -0.0003300864191260189, -1.2184522347524762e-05, 0.0003044057229999453, 0.0006395548698492348, 0.001026345300488174, 0.0015144177014008164, 0.0022884723730385303, 0.014154232107102871]
Jpsi   , 2 , 12, 1953      , 	[1.75, 2.0],		[20.0, 27.0],		[-0.010368633083999157, 5.7657543948153025e-06, 0.00972349476069212]
DY+Jpsi, 12, 12, 36148     , 	[1.75, 2.0],		[20.0, 27.0],		[-0.013108443468809128, -0.0023196351248770952, -0.001534207840450108, -0.0010479235788807273, -0.0006647949921898544, -0.000330014037899673, -1.1980093404417858e-05, 0.00030480296118184924, 0.0006401692517101765, 0.001026886166073382, 0.001514854608103633, 0.0022894025314599276, 0.014154232107102871]
DY     , 12, 12, 83844     , 	[1.75, 2.0],		[27.0, 38.0],		[-0.014961684122681618, -0.0021337170619517565, -0.001429246854968369, -0.000979644013568759, -0.0006254784530028701, -0.0003127641975879669, -1.6542317098355852e-05, 0.0002775543835014105, 0.0005893766647204757, 0.000940662925131619, 0.0013851107796654105, 0.0020757708698511124, 0.014188775792717934]
Jpsi   , 2 , 12, 684       , 	[1.75, 2.0],		[27.0, 38.0],		[-0.009323340840637684, 2.4125220079440624e-05, 0.007997124455869198]
DY+Jpsi, 12, 12, 83958     , 	[1.75, 2.0],		[27.0, 38.0],		[-0.014961684122681618, -0.0021334532648324966, -0.0014291282277554274, -0.000979503383859992, -0.0006253933534026146, -0.00031271055922843516, -1.649389014346525e-05, 0.00027762740501202643, 0.0005894278292544186, 0.0009407316683791578, 0.0013850706163793802, 0.0020757224410772324, 0.014188775792717934]
DY     , 12, 12, 117353    , 	[1.75, 2.0],		[38.0, 50.0],		[-0.014309871010482311, -0.001954619772732258, -0.0013175132917240262, -0.0009009381756186485, -0.0005685208016075194, -0.0002734576992224902, 5.421603418653831e-06, 0.0002835378691088408, 0.0005762569489888847, 0.0009074112167581916, 0.0013233389472588897, 0.0019612787291407585, 0.014842852018773556]
Jpsi   , 2 , 12, 123       , 	[1.75, 2.0],		[38.0, 50.0],		[-0.005808540619909763, -9.561649494571613e-05, 0.005815494805574417]
DY+Jpsi, 12, 12, 117373    , 	[1.75, 2.0],		[38.0, 50.0],		[-0.014309871010482311, -0.0019546207040548325, -0.00131755112670362, -0.0009009720524773002, -0.0005685610231012106, -0.0002734932641033083, 5.417121428763494e-06, 0.00028353233938105404, 0.0005762543296441436, 0.0009074319968931377, 0.0013233351055532694, 0.001961292000487447, 0.014842852018773556]
DY     , 12, 12, 47694     , 	[1.75, 2.0],		[50.0, 75.0],		[-0.014076005667448044, -0.0018053330713883042, -0.0012114368146285415, -0.0008245644276030362, -0.0005103710573166609, -0.00023013888858258724, 3.656232729554176e-05, 0.0003007141058333218, 0.0005833118339069188, 0.0009017052943818271, 0.001297990558668971, 0.001904721138998866, 0.012236764654517174]
Jpsi   , 2 , 12, 37        , 	[1.75, 2.0],		[50.0, 75.0],		[-0.002824522089213133, 2.2251902919379066e-05, 0.003165132831782102]
DY+Jpsi, 12, 12, 47701     , 	[1.75, 2.0],		[50.0, 75.0],		[-0.014076005667448044, -0.001805321779102087, -0.0012113957200199366, -0.0008245331118814647, -0.0005103657022118568, -0.00023013888858258724, 3.656232729554176e-05, 0.00030069323838688433, 0.0005833227769471705, 0.0009017358534038067, 0.001298028975725174, 0.0019047633977606893, 0.012236764654517174]
DY     , 12, 12, 8811      , 	[1.75, 2.0],		[75.0, 100.0],		[-0.007466423790901899, -0.0017006192356348038, -0.001154714496806264, -0.0007878073374740779, -0.000489355472382158, -0.0002250026591354981, 3.085926073254086e-05, 0.0002841385139618069, 0.000550897209905088, 0.0008588549098931253, 0.0012337365187704563, 0.001795203541405499, 0.008975247852504253]
Jpsi   , 2 , 12, 6         , 	[1.75, 2.0],		[75.0, 100.0],		[-0.0018274604808539152, 0.00037209806032478815, 0.0031290354672819376]
DY+Jpsi, 12, 12, 8812      , 	[1.75, 2.0],		[75.0, 100.0],		[-0.007466423790901899, -0.0017006192356348038, -0.0011547049507498741, -0.0007876542513258755, -0.0004893551231361926, -0.00022499934129882604, 3.0889565096003935e-05, 0.0002842552203219384, 0.0005509065231308341, 0.0008589299395680428, 0.0012337975203990936, 0.0017954233335331082, 0.008975247852504253]
DY     , 12, 12, 3690      , 	[1.75, 2.0],		[100.0, 150.0],		[-0.006243464536964893, -0.0016380674205720425, -0.0010952281299978495, -0.0007460754713974893, -0.00045527491602115333, -0.00019438841263763607, 5.088539546704851e-05, 0.00029568394529633224, 0.0005552195943892002, 0.0008500294643454254, 0.0012151766568422318, 0.001752796582877636, 0.007295161951333284]
Jpsi   , 2 , 12, 1         , 	[1.75, 2.0],		[100.0, 150.0],		[-0.0022932603023946515, -0.0022932603023946285, 0.0002517487737350166]
DY+Jpsi, 12, 12, 3690      , 	[1.75, 2.0],		[100.0, 150.0],		[-0.006243464536964893, -0.0016385280760005116, -0.0010954005410894752, -0.0007460814085789025, -0.0004552962491288781, -0.00019438841263763607, 5.092584979138337e-05, 0.00029568394529633224, 0.0005552195943892002, 0.0008500294643454254, 0.0012151766568422318, 0.001752796582877636, 0.007295161951333284]
DY     , 4 , 12, 2005      , 	[1.75, 2.0],		[150.0, 200.0],		[-0.005739595741033554, -0.0007138680666685104, 7.996314525371417e-05, 0.0008629582589492202, 0.005631767213344574]
Jpsi   , -1, 12, 0         , 	[1.75, 2.0],		[150.0, 200.0],		[None, None]
DY+Jpsi, 4 , 12, 2005      , 	[1.75, 2.0],		[150.0, 200.0],		[-0.005739595741033554, -0.0007138680666685104, 7.996314525371417e-05, 0.0008629582589492202, 0.005631767213344574]
DY     , 2 , 12, 1777      , 	[1.75, 2.0],		[200.0, 1000],		[-0.0044367071241140366, 0.00016318837879225612, 0.006449858192354441]
Jpsi   , -1, 12, 0         , 	[1.75, 2.0],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 12, 1777      , 	[1.75, 2.0],		[200.0, 1000],		[-0.0044367071241140366, 0.00016318837879225612, 0.006449858192354441]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 2 , 12, 2886      , 	[2.0, 2.1],		[5.0, 7.0],		[-0.014758641831576824, -3.067390207434073e-05, 0.01428159698843956]
Jpsi   , 12, 12, 2381      , 	[2.0, 2.1],		[5.0, 7.0],		[-0.014759168028831482, -0.004205305594950914, -0.002726227045059204, -0.001807791879400611, -0.0011090784100815654, -0.0005068317987024784, 4.439573604031466e-05, 0.0006012447411194444, 0.001182912616059184, 0.0018749783048406245, 0.002757498063147068, 0.004240482114255428, 0.01463943347334862]
DY+Jpsi, 12, 12, 2862      , 	[2.0, 2.1],		[5.0, 7.0],		[-0.014759168028831482, -0.004192859400063753, -0.002730527427047491, -0.001815373310819268, -0.0011216956190764904, -0.0005219533341005446, 3.427980846026912e-05, 0.0005936655797995627, 0.0011775053571909664, 0.0018656294560059907, 0.0027484840247780085, 0.0042521157301962376, 0.01463943347334862]
DY     , 8 , 12, 2099      , 	[2.0, 2.1],		[7.0, 10.0],		[-0.01416944619268179, -0.002777516609057784, -0.0015048686182126403, -0.0006997142918407917, -3.394624582142569e-05, 0.000675682385917753, 0.0015033850213512778, 0.002780200680717826, 0.014931850135326385]
Jpsi   , 11, 12, 2103      , 	[2.0, 2.1],		[7.0, 10.0],		[-0.014786658808588982, -0.003409550990909338, -0.002111481036990881, -0.0013214966747909784, -0.0007132637547329067, -0.00019189696467947212, 0.00030370629974640906, 0.0008169322973117232, 0.0014083464629948141, 0.002198558999225497, 0.0035209192428737883, 0.014186489395797253]
DY+Jpsi, 12, 12, 3327      , 	[2.0, 2.1],		[7.0, 10.0],		[-0.014786658808588982, -0.003541948972269893, -0.002274272497743368, -0.0015001348219811914, -0.0009270466398447752, -0.00042888542520813644, 1.5179639376583509e-05, 0.0004823028575628996, 0.0009767181472852826, 0.001550496555864811, 0.0023196972906589512, 0.003597731702029705, 0.014931850135326385]
DY     , 12, 12, 3361      , 	[2.0, 2.1],		[10.0, 14.0],		[-0.013074425980448723, -0.003053974127396941, -0.001974217826500535, -0.0013316614786162972, -0.0008527165628038347, -0.0004161197575740516, -1.1489372809592169e-05, 0.00039360494702123106, 0.0008222271571867168, 0.0013171146856620908, 0.0019997945055365562, 0.0031205248087644577, 0.01455895695835352]
Jpsi   , 6 , 12, 2193      , 	[2.0, 2.1],		[10.0, 14.0],		[-0.013954314403235912, -0.0019599702209234238, -0.0007915530586615205, 3.910344821633771e-05, 0.0009003820014186203, 0.0021425436716526747, 0.013654316775500773]
DY+Jpsi, 12, 12, 4458      , 	[2.0, 2.1],		[10.0, 14.0],		[-0.013954314403235912, -0.0030546339694410563, -0.001969179604202509, -0.0013191384496167302, -0.0008382232626900077, -0.0004021789354737848, 2.30214072871604e-06, 0.00041096805944107473, 0.0008415506454184651, 0.001349548576399684, 0.0020336469169706106, 0.0031558091286569834, 0.01455895695835352]
DY     , 12, 12, 8039      , 	[2.0, 2.1],		[14.0, 20.0],		[-0.01379008125513792, -0.002725664060562849, -0.0017868552822619677, -0.0012133417185395956, -0.0007714804960414767, -0.00038721534656360745, -1.8563490812084638e-05, 0.00033915971289388835, 0.0007188529707491398, 0.0011535935336723924, 0.0017324462532997131, 0.0026710524689406157, 0.014723616652190685]
Jpsi   , 2 , 12, 2815      , 	[2.0, 2.1],		[14.0, 20.0],		[-0.00956560205668211, 3.4122665965696804e-05, 0.01158237922936678]
DY+Jpsi, 12, 12, 8508      , 	[2.0, 2.1],		[14.0, 20.0],		[-0.01379008125513792, -0.0027266615070402622, -0.0017860268708318472, -0.0012123080668970942, -0.000770483398810029, -0.00038514009793289006, -1.542928657727316e-05, 0.0003415665414649993, 0.0007229422917589545, 0.0011584957828745246, 0.0017379885539412498, 0.002677538665011525, 0.014723616652190685]
DY     , 12, 12, 13730     , 	[2.0, 2.1],		[20.0, 27.0],		[-0.013153032399713993, -0.0024574026465415955, -0.0016192441107705235, -0.0011056308867409825, -0.0007051582215353847, -0.00035278790164738894, -2.938032048405148e-05, 0.0003004947502631694, 0.0006526912329718471, 0.001048557460308075, 0.0015674069290980697, 0.002407234627753496, 0.0132134472951293]
Jpsi   , 2 , 12, 722       , 	[2.0, 2.1],		[20.0, 27.0],		[-0.009006410837173462, 2.488239806552883e-05, 0.008251000195741653]
DY+Jpsi, 12, 12, 13850     , 	[2.0, 2.1],		[20.0, 27.0],		[-0.013153032399713993, -0.002455861307680607, -0.001618664711713791, -0.0011047717416658998, -0.0007047690451145172, -0.0003522896149661392, -2.8692824344034307e-05, 0.0003008001367561519, 0.000653487688396126, 0.001049264334142208, 0.0015684958780184388, 0.002407635794952512, 0.0132134472951293]
DY     , 12, 12, 31116     , 	[2.0, 2.1],		[27.0, 38.0],		[-0.01251034066081047, -0.0022629385348409414, -0.0015077001880854368, -0.0010346753988415003, -0.0006655158940702677, -0.0003430985671002418, -3.415493847569451e-05, 0.0002725431404542178, 0.0005959913250990212, 0.000961671641562134, 0.00142703577876091, 0.0021578932646661997, 0.013570043258368969]
Jpsi   , 2 , 12, 245       , 	[2.0, 2.1],		[27.0, 38.0],		[-0.0060855080373585215, -7.63903371989727e-05, 0.0056012156419456005]
DY+Jpsi, 12, 12, 31156     , 	[2.0, 2.1],		[27.0, 38.0],		[-0.01251034066081047, -0.0022629385348409414, -0.001507806358858943, -0.0010348840150982141, -0.0006655292236246169, -0.00034315502853132784, -3.415614628465846e-05, 0.0002726274833548814, 0.0005961291026324034, 0.0009617932373657823, 0.0014271194813773036, 0.002158138668164611, 0.013570043258368969]
DY     , 12, 12, 41144     , 	[2.0, 2.1],		[38.0, 50.0],		[-0.013790003024041653, -0.002040120540186763, -0.0013696250971406698, -0.0009379701805301011, -0.0005923249409534037, -0.00028718134853988886, 2.75775300906389e-06, 0.00029090262250974774, 0.0005974324885755777, 0.0009411646169610322, 0.0013752235099673271, 0.002054198645055294, 0.013574428856372833]
Jpsi   , 2 , 12, 43        , 	[2.0, 2.1],		[38.0, 50.0],		[-0.0034203135874122377, -0.00017195129476021975, 0.0032150151673704386]
DY+Jpsi, 12, 12, 41152     , 	[2.0, 2.1],		[38.0, 50.0],		[-0.013790003024041653, -0.002040079329162836, -0.0013695781817659736, -0.0009379548137076199, -0.0005922854179516435, -0.0002871949109248817, 2.719485792113119e-06, 0.0002908938913606107, 0.0005974088562652469, 0.0009411445935256779, 0.001375191262923181, 0.0020540945697575808, 0.013574428856372833]
DY     , 12, 12, 16683     , 	[2.0, 2.1],		[50.0, 75.0],		[-0.01374910119920969, -0.0018647429533302784, -0.001238943776115775, -0.0008313535363413393, -0.0005034664063714445, -0.00021835308871231973, 5.734591468353756e-05, 0.00033210046240128577, 0.0006240232032723725, 0.0009550088434480131, 0.00136855139862746, 0.0020178176928311586, 0.009936781600117683]
Jpsi   , 2 , 12, 13        , 	[2.0, 2.1],		[50.0, 75.0],		[-0.0019881492480635643, -0.000114286616735626, 0.0023055451456457376]
DY+Jpsi, 12, 12, 16685     , 	[2.0, 2.1],		[50.0, 75.0],		[-0.01374910119920969, -0.0018647329416126013, -0.0012389419134706259, -0.0008313616272062063, -0.0005034664063714445, -0.00021839162218384445, 5.734526348533109e-05, 0.0003320715914014727, 0.000623999978415668, 0.0009549454553052783, 0.0013685208978131413, 0.002017785096541047, 0.009936781600117683]
DY     , 12, 12, 3049      , 	[2.0, 2.1],		[75.0, 100.0],		[-0.007855463773012161, -0.0017645331099629402, -0.0011819505598396063, -0.0007977730710990727, -0.0004968689172528684, -0.00022223095584195107, 4.4176460505696014e-05, 0.0003090726677328348, 0.0005777380429208279, 0.0008801714866422117, 0.0012732242466881871, 0.0018740713130682707, 0.01318648923188448]
Jpsi   , 2 , 12, 2         , 	[2.0, 2.1],		[75.0, 100.0],		[0.00032955329515971243, 0.0005627853679470718, 0.002328315516933799]
DY+Jpsi, 12, 12, 3049      , 	[2.0, 2.1],		[75.0, 100.0],		[-0.007855463773012161, -0.0017645331099629402, -0.0011819505598396063, -0.0007977730710990727, -0.0004968689172528684, -0.00022223095584195107, 4.4176460505696014e-05, 0.0003090726677328348, 0.0005776504403911531, 0.0008799913921393454, 0.0012732242466881871, 0.0018741171807050705, 0.01318648923188448]
DY     , 7 , 12, 2161      , 	[2.0, 2.1],		[100.0, 150.0],		[-0.006288109812885523, -0.0012674885801970959, -0.0006377536337822676, -0.0001736476697260514, 0.0002745805832091719, 0.0007619762909598649, 0.0014080348191782832, 0.00836204644292593]
Jpsi   , -1, 12, 0         , 	[2.0, 2.1],		[100.0, 150.0],		[None, None]
DY+Jpsi, 7 , 12, 2161      , 	[2.0, 2.1],		[100.0, 150.0],		[-0.006288109812885523, -0.0012674885801970959, -0.0006377536337822676, -0.0001736476697260514, 0.0002745805832091719, 0.0007619762909598649, 0.0014080348191782832, 0.00836204644292593]
DY     , 2 , 12, 1356      , 	[2.0, 2.1],		[150.0, 200.0],		[-0.005727456416934729, 4.208824975648895e-05, 0.006055082660168409]
Jpsi   , -1, 12, 0         , 	[2.0, 2.1],		[150.0, 200.0],		[None, None]
DY+Jpsi, 2 , 12, 1356      , 	[2.0, 2.1],		[150.0, 200.0],		[-0.005727456416934729, 4.208824975648895e-05, 0.006055082660168409]
DY     , 2 , 12, 547       , 	[2.0, 2.1],		[200.0, 1000],		[-0.0035397878382354975, 0.00021848775213584304, 0.007302535697817802]
Jpsi   , -1, 12, 0         , 	[2.0, 2.1],		[200.0, 1000],		[None, None]
DY+Jpsi, 2 , 12, 547       , 	[2.0, 2.1],		[200.0, 1000],		[-0.0035397878382354975, 0.00021848775213584304, 0.007302535697817802]

sample , bins_found, bins_wanted, muons_per_reg, 	eta_range,		pT_range,		q*d0_bins
DY     , 3 , 12, 2036      , 	[2.1, 2.2],		[5.0, 7.0],		[-0.014355180785059929, -0.0011949108447879553, 0.001125280512496829, 0.013223586603999138]
Jpsi   , 12, 12, 2055      , 	[2.1, 2.2],		[5.0, 7.0],		[-0.014955210499465466, -0.004301025997847319, -0.0028062595520168547, -0.0018851518398150802, -0.0011857034405693412, -0.0005413846811279656, 7.638202077941969e-06, 0.0005930659244768323, 0.0011980605777353046, 0.0019097262993454933, 0.002843424212187529, 0.0043968940153718, 0.014724832959473131]
DY+Jpsi, 12, 12, 2564      , 	[2.1, 2.2],		[5.0, 7.0],		[-0.014955210499465466, -0.004284864757210016, -0.0028056614100933075, -0.0018819468095898628, -0.0011880806414410472, -0.0005447862204164267, -2.389261908319895e-06, 0.0005807608831673862, 0.0011831289157271385, 0.0018834846559911966, 0.002802602015435696, 0.004336506593972445, 0.014724832959473131]
DY     , 8 , 12, 2129      , 	[2.1, 2.2],		[7.0, 10.0],		[-0.013877957127988338, -0.002937971381470561, -0.0016256705857813358, -0.0007632959168404341, -4.058510239701718e-05, 0.0006643206579610705, 0.0014802833320572972, 0.002836080500856042, 0.014528623782098293]
Jpsi   , 9 , 12, 2162      , 	[2.1, 2.2],		[7.0, 10.0],		[-0.014652051962912084, -0.0031127261463552713, -0.001790713518857956, -0.0009545991779305039, -0.0002591613738331944, 0.0003656204207800329, 0.0010558879002928734, 0.0018810154870152476, 0.003189827548339963, 0.014906916767358782]
DY+Jpsi, 12, 12, 3041      , 	[2.1, 2.2],		[7.0, 10.0],		[-0.014652051962912084, -0.0036842310801148415, -0.0023620189167559147, -0.0015919585712254047, -0.0009901791345328093, -0.00047654405352659523, 1.0417390512884596e-05, 0.0004798351146746427, 0.0009879543213173747, 0.0015710890293121338, 0.002371867187321186, 0.0036660588812083006, 0.014906916767358782]
DY     , 12, 12, 3362      , 	[2.1, 2.2],		[10.0, 14.0],		[-0.014766689389944077, -0.0031840847805142403, -0.0020652536768466234, -0.0013968548737466335, -0.0008905801805667579, -0.00044565004645846784, -3.294613634352572e-05, 0.0003738293598871678, 0.0007991688326001167, 0.0013042441569268703, 0.001955696614459157, 0.0030545578338205814, 0.014965024776756763]
Jpsi   , 5 , 12, 2147      , 	[2.1, 2.2],		[10.0, 14.0],		[-0.012771316803991795, -0.0017361758509650824, -0.00047213371726684267, 0.0005380930961109698, 0.0018630775157362227, 0.012032568454742432]
DY+Jpsi, 12, 12, 4257      , 	[2.1, 2.2],		[10.0, 14.0],		[-0.014766689389944077, -0.0031689624302089214, -0.0020549409091472626, -0.0013857082230970263, -0.0008742296486161648, -0.0004330525698605925, -1.6054515072028153e-05, 0.00038886506808921695, 0.000823059759568423, 0.0013334867544472218, 0.002000394044443965, 0.0030949122738093138, 0.014965024776756763]
DY     , 12, 12, 7842      , 	[2.1, 2.2],		[14.0, 20.0],		[-0.014669885858893394, -0.002819316228851676, -0.0018581310287117958, -0.0012716940836980939, -0.0008109977352432907, -0.00041653585503809154, -5.2662056987173855e-05, 0.0003097635635640472, 0.0006941446918062866, 0.0011459910310804844, 0.0017186584882438183, 0.0026614530943334103, 0.01251670066267252]
Jpsi   , 2 , 12, 2340      , 	[2.1, 2.2],		[14.0, 20.0],		[-0.010376845486462116, -2.109723453713741e-07, 0.009191452525556087]
DY+Jpsi, 12, 12, 8233      , 	[2.1, 2.2],		[14.0, 20.0],		[-0.014669885858893394, -0.0028206915594637394, -0.0018597157904878259, -0.0012705499539151788, -0.0008076563244685532, -0.000413344765547663, -5.0122653192374855e-05, 0.00031476569711230695, 0.000698778429068625, 0.0011516122613102198, 0.00172678183298558, 0.0026775659061968327, 0.01251670066267252]
DY     , 12, 12, 13293     , 	[2.1, 2.2],		[20.0, 27.0],		[-0.012630810961127281, -0.0025445532519370317, -0.0016852384433150291, -0.00114700838457793, -0.000737811264116317, -0.0003776236262638122, -4.527968121692538e-05, 0.00028720416594296694, 0.0006450742948800325, 0.0010467283427715302, 0.001568889943882823, 0.00240784278139472, 0.013861287385225296]
Jpsi   , 2 , 12, 672       , 	[2.1, 2.2],		[20.0, 27.0],		[-0.00728656817227602, 5.199630322749727e-05, 0.007215958554297686]
DY+Jpsi, 12, 12, 13405     , 	[2.1, 2.2],		[20.0, 27.0],		[-0.012630810961127281, -0.0025435229763388634, -0.0016841525211930275, -0.0011458090739324689, -0.0007365348283201456, -0.00037673304905183613, -4.42628916061949e-05, 0.0002879369130823761, 0.0006460932781919837, 0.0010475550079718232, 0.0015709638828411698, 0.002410115208476782, 0.013861287385225296]
DY     , 12, 12, 29675     , 	[2.1, 2.2],		[27.0, 38.0],		[-0.01172469463199377, -0.0023331281263381243, -0.001558760297484696, -0.001077319378964603, -0.000696095172315836, -0.00036722072400152683, -5.4650994570693e-05, 0.0002533544320613146, 0.0005787258851341903, 0.0009495494305156171, 0.0014201852027326822, 0.002165410900488496, 0.013473046943545341]
Jpsi   , 2 , 12, 202       , 	[2.1, 2.2],		[27.0, 38.0],		[-0.00462449761107564, -6.0324400692479685e-05, 0.006683424580842257]
DY+Jpsi, 12, 12, 29709     , 	[2.1, 2.2],		[27.0, 38.0],		[-0.01172469463199377, -0.0023328072857111692, -0.0015586665831506252, -0.0010772579116746783, -0.0006960101309232414, -0.0003672403981909156, -5.465464710141532e-05, 0.00025335620739497244, 0.0005787754198536277, 0.000949683366343379, 0.0014201486483216286, 0.002165410900488496, 0.013473046943545341]
DY     , 12, 12, 37587     , 	[2.1, 2.2],		[38.0, 50.0],		[-0.014497896656394005, -0.0020990490447729826, -0.0014094985090196133, -0.0009700842783786356, -0.0006183716468513012, -0.0003065787022933364, -1.1159568202856462e-05, 0.00028648163424804807, 0.0005968588520772755, 0.000948650180362165, 0.0013924941886216402, 0.002091185888275504, 0.014870702289044857]
